,Gender,Age,Openness
1,0.5834536,0.05006595,0.05285489
2,0.668746844,0.158758028,0.027866669
3,0.666600534,0.121967496,0.198996779
4,0.759595267,0.248195832,0.102736891
5,0.777757738,0.270059309,0.142503982
6,0.809555588,0.296023633,0.140872784
7,0.814533583,0.327362756,0.315245322
8,0.831704062,0.325379672,0.276070173
9,0.860038958,0.357060352,0.255262239
10,0.825842291,0.359714731,0.254095716
11,0.872646274,0.359949073,0.311037895
12,0.842832407,0.385523815,0.248004837
13,0.866586105,0.440025975,0.333089191
14,0.87518938,0.387598699,0.302264708
15,0.864674266,0.423313251,0.30690062
16,0.90031383,0.402152176,0.284072756
17,0.877840704,0.444518426,0.31183463
18,0.892089315,0.445556548,0.322940308
19,0.906103456,0.429139987,0.296262228
20,0.909999279,0.445350743,0.282252247
21,0.909007287,0.433995242,0.341756977
22,0.912019335,0.484794974,0.355089131
23,0.919720799,0.45480592,0.340234355
24,0.907384027,0.49249813,0.343724898
25,0.921055479,0.459180151,0.355217979
26,0.911297886,0.480382362,0.352138355
27,0.916221773,0.475312593,0.37076647
28,0.916221773,0.46053919,0.359002407
29,0.923742876,0.500145272,0.332070231
30,0.917213765,0.486464783,0.336703887
31,0.930849145,0.499339714,0.360613822
32,0.932219898,0.476301529,0.380467069
33,0.922065508,0.437383525,0.347799321
34,0.925708823,0.55993029,0.321913911
35,0.935033547,0.47525793,0.332737804
36,0.930091624,0.471244175,0.365919176
37,0.924374143,0.484124381,0.393408755
38,0.93158863,0.53230469,0.372359743
39,0.940769064,0.484232798,0.35569625
40,0.941111752,0.4994467,0.361740471
41,0.942500541,0.508049607,0.372882101
42,0.942284106,0.502807042,0.431960451
43,0.932093644,0.526702086,0.371000787
44,0.94055263,0.531585488,0.375744684
45,0.944105764,0.516845268,0.381058987
46,0.939921362,0.540242343,0.390205554
47,0.945169901,0.52975371,0.388542474
48,0.940444412,0.52440851,0.366965833
49,0.952510641,0.533460153,0.378009161
50,0.943564678,0.523189138,0.386647163
51,0.943654859,0.534241908,0.397041033
52,0.949949499,0.499651837,0.398459316
53,0.943095736,0.552029493,0.406367105
54,0.94827213,0.529508933,0.413447036
55,0.944737032,0.555536119,0.39642481
56,0.94589135,0.546350408,0.398652801
57,0.950238078,0.54855546,0.387923797
58,0.940354231,0.539063117,0.372136627
59,0.945169901,0.541643025,0.384383533
60,0.946324219,0.539230144,0.391468375
61,0.944394344,0.544369476,0.398355944
